Metrics/EnvironmentSteps,Metrics/AverageReturn
100,-100.0
200,-100.0
300,-100.0
400,-100.0
500,-100.0
600,-100.0
700,-100.0
800,-100.0
900,-100.0
1000,-100.0
1100,-100.0
1200,-100.0
1300,-100.0
1400,-100.0
1500,-100.0
1600,-100.0
1700,-100.0
1800,-100.0
1900,-100.0
2000,-100.0
2100,-100.0
2200,-100.0
2300,-100.0
2400,-100.0
2500,-100.0
2600,-100.0
2700,-100.0
2800,-100.0
2900,-96.0
3000,-100.0
3100,-100.0
3200,-100.0
3300,-100.0
3400,-100.0
3500,-100.0
3600,-100.0
3700,-100.0
3800,-100.0
3900,-100.0
4000,-100.0
4100,-100.0
4200,-100.0
4300,-100.0
4400,-100.0
4500,-100.0
4600,-95.0
4700,-4.0
4800,-100.0
4900,-100.0
5000,-100.0
5100,-100.0
5200,-100.0
5300,-99.0
5400,-100.0
5500,-100.0
5600,-100.0
5700,-100.0
5800,-100.0
5900,-100.0
6000,-100.0
6100,-100.0
6200,-100.0
6300,-100.0
6400,-100.0
6500,-100.0
6600,-100.0
6700,-100.0
6800,-100.0
6900,-100.0
7000,-100.0
7100,-100.0
7200,-100.0
7300,-100.0
7400,-100.0
7500,-100.0
7600,-100.0
7700,-100.0
7800,-100.0
7900,-100.0
8000,-100.0
8100,-100.0
8200,-100.0
8300,-100.0
8400,-100.0
8500,-100.0
8600,-100.0
8700,-100.0
8800,-100.0
8900,-100.0
9000,-100.0
9100,-100.0
9200,-100.0
9300,-100.0
9400,-100.0
9500,-100.0
9600,-98.0
9700,-100.0
9800,-94.0
9900,-100.0
10000,-100.0
10100,-98.0
10200,-96.0
10300,-86.0
10400,-100.0
10500,-71.0
10600,-82.0
10700,-100.0
10800,-90.0
10900,-100.0
11000,-96.0
11100,-98.0
11200,-100.0
11300,-100.0
11400,-100.0
11500,-99.0
11600,-100.0
11700,-98.0
11800,-100.0
11900,-100.0
12000,-77.0
12100,-17.0
12200,-74.0
12300,-61.0
12400,-76.0
12500,-28.0
12600,-65.0
12700,-12.0
12800,-37.0
12900,-86.0
13000,-41.0
13100,-34.0
13200,-77.0
13300,-88.0
13400,-24.0
13500,-27.0
13600,-32.0
13700,-100.0
13800,-17.0
13900,-19.0
14000,-20.0
14100,-14.0
14200,-13.0
14300,-26.0
14400,-36.0
14500,-6.0
14600,-5.0
14700,-4.0
14800,-25.0
14900,-17.0
15000,-15.0
15100,-33.0
15200,-7.0
15300,-2.0
15400,-2.0
15500,-3.0
15600,-6.0
15700,-1.0
15800,-11.0
15900,-5.0
16000,-19.0
16100,-18.0
16200,-10.0
16300,-9.0
16400,-1.0
16500,-3.0
16600,-8.0
16700,-2.0
16800,-2.0
16900,-3.0
17000,-3.0
17100,-3.0
17200,-8.0
17300,-9.0
17400,-2.0
17500,-2.0
17600,-6.0
17700,-3.0
17800,-2.0
17900,-6.0
18000,-3.0
18100,-1.0
18200,-2.0
18300,-1.0
18400,-3.0
18500,-3.0
18600,-4.0
18700,-3.0
18800,0.0
18900,0.0
19000,-3.0
19100,-3.0
19200,-3.0
19300,-1.0
19400,-2.0
19500,-5.0
19600,-3.0
19700,-4.0
19800,-1.0
19900,-3.0
20000,-4.0
20100,-5.0
20200,-2.0
20300,-2.0
20400,-2.0
20500,-2.0
20600,-3.0
20700,-3.0
20800,-2.0
20900,-3.0
21000,-1.0
21100,-3.0
21200,-2.0
21300,-1.0
21400,-2.0
21500,-3.0
21600,-2.0
21700,-2.0
21800,-6.0
21900,-5.0
22000,-7.0
22100,-5.0
22200,-4.0
22300,-3.0
22400,-4.0
22500,-2.0
22600,-2.0
22700,-1.0
22800,-2.0
22900,-2.0
23000,-1.0
23100,-2.0
23200,-1.0
23300,-3.0
23400,-2.0
23500,-2.0
23600,-2.0
23700,0.0
23800,0.0
23900,-1.0
24000,-2.0
24100,-1.0
24200,-3.0
24300,-3.0
24400,0.0
24500,-2.0
24600,-2.0
24700,-3.0
24800,-4.0
24900,-3.0
25000,-4.0
25100,0.0
25200,-6.0
25300,-2.0
25400,-4.0
25500,-2.0
25600,-3.0
25700,-3.0
25800,-3.0
25900,-3.0
26000,-4.0
26100,-3.0
26200,-2.0
26300,-2.0
26400,-1.0
26500,-4.0
26600,-2.0
26700,-4.0
26800,-3.0
26900,-3.0
27000,-3.0
27100,-6.0
27200,-3.0
27300,-4.0
27400,-4.0
27500,-2.0
27600,-3.0
27700,-2.0
27800,-2.0
27900,-3.0
28000,-2.0
28100,-3.0
28200,-2.0
28300,-3.0
28400,-3.0
28500,-1.0
28600,0.0
28700,-3.0
28800,-1.0
28900,-2.0
29000,-1.0
29100,-6.0
29200,-2.0
29300,-2.0
