Metrics/EnvironmentSteps,Metrics/AverageReturn
100,-100.0
200,-98.0
300,-100.0
400,-100.0
500,-100.0
600,-100.0
700,-100.0
800,-100.0
900,-100.0
1000,-100.0
1100,-100.0
1200,-100.0
1300,-100.0
1400,-100.0
1500,-100.0
1600,-100.0
1700,-99.0
1800,-98.0
1900,-100.0
2000,-100.0
2100,-100.0
2200,-98.0
2300,-100.0
2400,-100.0
2500,-100.0
2600,-100.0
2700,-100.0
2800,-100.0
2900,-100.0
3000,-100.0
3100,-100.0
3200,-100.0
3300,-100.0
3400,-100.0
3500,-100.0
3600,-100.0
3700,-100.0
3800,-100.0
3900,-100.0
4000,-100.0
4100,-100.0
4200,-95.0
4300,-99.0
4400,-100.0
4500,-100.0
4600,-100.0
4700,-100.0
4800,-100.0
4900,-100.0
5000,-100.0
5100,-100.0
5200,-100.0
5300,-100.0
5400,-100.0
5500,-100.0
5600,-100.0
5700,-100.0
5800,-100.0
5900,-100.0
6000,-100.0
6100,-100.0
6200,-100.0
6300,-100.0
6400,-100.0
6500,-100.0
6600,-100.0
6700,-100.0
6800,-100.0
6900,-100.0
7000,-100.0
7100,-99.0
7200,-100.0
7300,-100.0
7400,-100.0
7500,-100.0
7600,-100.0
7700,-100.0
7800,-98.0
7900,-100.0
8000,-100.0
8100,-100.0
8200,-100.0
8300,-100.0
8400,-100.0
8500,-100.0
8600,-100.0
8700,-100.0
8800,-100.0
8900,-100.0
9000,-100.0
9100,-100.0
9200,-98.0
9300,-100.0
9400,-100.0
9500,-100.0
9600,-25.0
9700,-100.0
9800,-100.0
9900,-83.0
10000,-100.0
10100,-100.0
10200,-100.0
10300,-100.0
10400,-100.0
10500,-100.0
10600,-100.0
10700,-99.0
10800,-46.0
10900,-100.0
11000,-100.0
11100,-92.0
11200,-100.0
11300,-100.0
11400,-100.0
11500,-100.0
11600,-100.0
11700,-53.0
11800,-100.0
11900,-100.0
12000,-100.0
12100,-100.0
12200,-99.0
12300,-100.0
12400,-100.0
12500,-100.0
12600,-100.0
12700,-5.0
12800,-22.0
12900,-100.0
13000,-98.0
13100,-90.0
13200,-86.0
13300,-96.0
13400,-97.0
13500,-100.0
13600,-100.0
13700,-100.0
13800,-96.0
13900,-90.0
14000,-100.0
14100,-97.0
14200,-100.0
14300,-98.0
14400,-50.0
14500,-87.0
14600,-60.0
14700,-67.0
14800,-100.0
14900,-75.0
15000,-100.0
15100,-64.0
15200,-48.0
15300,-97.0
15400,-5.0
15500,-100.0
15600,-97.0
15700,-2.0
15800,-100.0
15900,-60.0
16000,-94.0
16100,-97.0
16200,-65.0
16300,-87.0
16400,-100.0
16500,-68.0
16600,-51.0
16700,-99.0
16800,-75.0
16900,-100.0
17000,-18.0
17100,-10.0
17200,-66.0
17300,-100.0
17400,-25.0
17500,-57.0
17600,-3.0
17700,-3.0
17800,-99.0
17900,-95.0
18000,-4.0
18100,-47.0
18200,-32.0
18300,-9.0
18400,-58.0
18500,-100.0
18600,-14.0
18700,-100.0
18800,-9.0
18900,-28.0
19000,-18.0
19100,-39.0
19200,-16.0
19300,-100.0
19400,-16.0
19500,-100.0
19600,-37.0
19700,-12.0
19800,-39.0
19900,-96.0
20000,-100.0
20100,-100.0
20200,-2.0
20300,-100.0
20400,-10.0
20500,-55.0
20600,-94.0
20700,-34.0
20800,-100.0
20900,-10.0
21000,-42.0
21100,-78.0
21200,-63.0
21300,-93.0
21400,-95.0
21500,-61.0
21600,-8.0
21700,-100.0
21800,-95.0
21900,-13.0
22000,-100.0
22100,-2.0
22200,-26.0
22300,-2.0
22400,-26.0
22500,-98.0
22600,-58.0
22700,-78.0
22800,-5.0
22900,-53.0
23000,-23.0
23100,-17.0
23200,-63.0
23300,-80.0
23400,-2.0
23500,-65.0
23600,-38.0
23700,-79.0
23800,-43.0
23900,-4.0
24000,-34.0
24100,-100.0
24200,-95.0
24300,-100.0
24400,0.0
24500,-14.0
24600,-5.0
24700,-100.0
24800,-7.0
24900,-6.0
25000,-97.0
25100,-75.0
25200,-2.0
25300,-16.0
25400,-34.0
25500,-5.0
25600,-17.0
25700,-2.0
25800,-76.0
25900,-39.0
26000,-78.0
26100,-18.0
26200,-26.0
26300,-24.0
26400,0.0
26500,-10.0
26600,-32.0
26700,-3.0
26800,-3.0
26900,-6.0
27000,0.0
27100,-15.0
27200,0.0
27300,-2.0
27400,-3.0
27500,-7.0
27600,-12.0
27700,-3.0
27800,-33.0
27900,-18.0
28000,-1.0
28100,-3.0
28200,-2.0
28300,-6.0
28400,-8.0
28500,-8.0
28600,-7.0
28700,-34.0
28800,-4.0
28900,-17.0
29000,-3.0
29100,-8.0
29200,-9.0
29300,-1.0
29400,-1.0
29500,-1.0
29600,-2.0
29700,-4.0
29800,-11.0
29900,-7.0
30000,-1.0
30100,-1.0
30200,-2.0
30300,-2.0
30400,-1.0
30500,-2.0
30600,-4.0
30700,-1.0
30800,-1.0
30900,-2.0
31000,-3.0
31100,-2.0
31200,-3.0
31300,-3.0
31400,-1.0
31500,-2.0
31600,-3.0
31700,-3.0
31800,-2.0
31900,-2.0
32000,-3.0
32100,-2.0
32200,-3.0
32300,-2.0
32400,0.0
32500,-2.0
32600,-1.0
32700,-1.0
32800,-1.0
32900,-3.0
33000,-3.0
33100,-8.0
33200,-3.0
33300,-6.0
33400,-3.0
33500,-3.0
33600,-1.0
33700,-1.0
33800,-3.0
33900,-2.0
34000,-2.0
34100,-1.0
34200,-2.0
34300,-3.0
34400,0.0
34500,0.0
34600,-3.0
34700,-4.0
34800,-2.0
34900,-3.0
35000,-2.0
35100,-2.0
35200,-1.0
35300,0.0
35400,-3.0
35500,-1.0
35600,-2.0
35700,-2.0
35800,-1.0
35900,-1.0
36000,-3.0
36100,-1.0
36200,-3.0
36300,-2.0
36400,-1.0
36500,-3.0
36600,-3.0
36700,-2.0
36800,-3.0
36900,-3.0
37000,-3.0
37100,-1.0
37200,-3.0
37300,-2.0
37400,-1.0
37500,0.0
37600,-1.0
37700,-2.0
37800,-1.0
37900,-3.0
38000,-2.0
38100,-2.0
38200,-1.0
38300,-2.0
38400,-3.0
38500,-2.0
38600,-2.0
38700,-3.0
38800,-2.0
38900,0.0
39000,0.0
39100,-2.0
39200,-3.0
39300,-3.0
39400,-3.0
39500,-2.0
39600,-3.0
39700,-2.0
39800,-2.0
39900,-2.0
40000,-1.0
40100,-4.0
40200,-3.0
40300,-3.0
40400,-3.0
40500,-2.0
40600,-2.0
40700,0.0
40800,-1.0
40900,-3.0
41000,-2.0
41100,-2.0
41200,-2.0
41300,-2.0
41400,0.0
41500,-3.0
41600,-2.0
41700,-3.0
41800,-1.0
41900,-1.0
42000,-1.0
42100,-1.0
42200,0.0
42300,-4.0
42400,-2.0
42500,-2.0
42600,-2.0
42700,-3.0
42800,-2.0
42900,-3.0
43000,-4.0
43100,-2.0
43200,-4.0
43300,-2.0
43400,-2.0
43500,-3.0
43600,-2.0
43700,-2.0
43800,0.0
43900,0.0
44000,-2.0
44100,-2.0
44200,-2.0
44300,-3.0
44400,-12.0
44500,-3.0
44600,-3.0
44700,-4.0
44800,-2.0
44900,-2.0
45000,-3.0
45100,-1.0
45200,-1.0
45300,-2.0
45400,-1.0
45500,-4.0
45600,-2.0
45700,-3.0
45800,-1.0
45900,-1.0
46000,-1.0
46100,-2.0
46200,-3.0
46300,-3.0
46400,0.0
46500,-1.0
46600,-2.0
46700,-2.0
46800,0.0
46900,0.0
47000,-1.0
47100,-3.0
47200,-2.0
47300,-2.0
47400,0.0
47500,-2.0
47600,-1.0
47700,-2.0
47800,-3.0
47900,-2.0
48000,-3.0
48100,-1.0
48200,-3.0
48300,-1.0
48400,-2.0
48500,-3.0
48600,-3.0
48700,-2.0
48800,0.0
48900,-1.0
