Metrics/EnvironmentSteps,Metrics/AverageReturn
100,-100.0
200,-94.0
300,-100.0
400,-89.0
500,-100.0
600,-100.0
700,-100.0
800,-99.0
900,-94.0
1000,-100.0
1100,-100.0
1200,-100.0
1300,-99.0
1400,-95.0
1500,-100.0
1600,-100.0
1700,-100.0
1800,-100.0
1900,-100.0
2000,-100.0
2100,-100.0
2200,-97.0
2300,-100.0
2400,-100.0
2500,-100.0
2600,-100.0
2700,-100.0
2800,-100.0
2900,-100.0
3000,-100.0
3100,-100.0
3200,-100.0
3300,-100.0
3400,-100.0
3500,-100.0
3600,-100.0
3700,-100.0
3800,-100.0
3900,-100.0
4000,-100.0
4100,-94.0
4200,-100.0
4300,-100.0
4400,-100.0
4500,-98.0
4600,-97.0
4700,-100.0
4800,-100.0
4900,-99.0
5000,-100.0
5100,-100.0
5200,-100.0
5300,-100.0
5400,-100.0
5500,-100.0
5600,-98.0
5700,-100.0
5800,-100.0
5900,-100.0
6000,-100.0
6100,-100.0
6200,-100.0
6300,-100.0
6400,-100.0
6500,-98.0
6600,-100.0
6700,-100.0
6800,-100.0
6900,-95.0
7000,-97.0
7100,-100.0
7200,-100.0
7300,-100.0
7400,-100.0
7500,-100.0
7600,-100.0
7700,-99.0
7800,-97.0
7900,-100.0
8000,-100.0
8100,-100.0
8200,-100.0
8300,-100.0
8400,-100.0
8500,-97.0
8600,-100.0
8700,-100.0
8800,-100.0
8900,-98.0
9000,-100.0
9100,-100.0
9200,-93.0
9300,-100.0
9400,-97.0
9500,-100.0
9600,-100.0
9700,-97.0
9800,-100.0
9900,-99.0
10000,-99.0
10100,-100.0
10200,-97.0
10300,-100.0
10400,-100.0
10500,-94.0
10600,-100.0
10700,-100.0
10800,-96.0
10900,-100.0
11000,-97.0
11100,-90.0
11200,-97.0
11300,-94.0
11400,-85.0
11500,-93.0
11600,-100.0
11700,-88.0
11800,-93.0
11900,-94.0
12000,-87.0
12100,-70.0
12200,-99.0
12300,-100.0
12400,-86.0
12500,-84.0
12600,-58.0
12700,-47.0
12800,-95.0
12900,-92.0
13000,-87.0
13100,-72.0
13200,-64.0
13300,-77.0
13400,-53.0
13500,-45.0
13600,-38.0
13700,-50.0
13800,-47.0
13900,-34.0
14000,-21.0
14100,-27.0
14200,-51.0
14300,-25.0
14400,-30.0
14500,-25.0
14600,-37.0
14700,-17.0
14800,-31.0
14900,-25.0
15000,-7.0
15100,-7.0
15200,-9.0
15300,-18.0
15400,-21.0
15500,-4.0
15600,-16.0
15700,-12.0
15800,-17.0
15900,-15.0
16000,-9.0
16100,-2.0
16200,-9.0
16300,-7.0
16400,-7.0
16500,-4.0
16600,-9.0
16700,-6.0
16800,-4.0
16900,-12.0
17000,-3.0
17100,-7.0
17200,-8.0
17300,-8.0
17400,-2.0
17500,-6.0
17600,-2.0
17700,-6.0
17800,-2.0
17900,-4.0
18000,-3.0
18100,-2.0
18200,-4.0
18300,-2.0
18400,-2.0
18500,-3.0
18600,-2.0
18700,0.0
18800,-2.0
18900,-3.0
19000,-1.0
19100,-5.0
19200,-6.0
19300,-1.0
19400,-4.0
19500,-2.0
19600,-3.0
19700,-2.0
19800,-4.0
19900,-1.0
20000,-3.0
20100,-5.0
20200,-1.0
20300,-3.0
20400,-3.0
20500,-2.0
20600,0.0
20700,-4.0
20800,-3.0
20900,-2.0
21000,-2.0
21100,-2.0
21200,-2.0
21300,-1.0
21400,-2.0
21500,-5.0
21600,-2.0
