Metrics/EnvironmentSteps,Metrics/AverageReturn
100,-100.0
200,-100.0
300,-100.0
400,-100.0
500,-100.0
600,-100.0
700,-100.0
800,-100.0
900,-97.0
1000,-100.0
1100,-100.0
1200,-100.0
1300,-100.0
1400,-100.0
1500,-100.0
1600,-99.0
1700,-100.0
1800,-100.0
1900,-100.0
2000,-100.0
2100,-100.0
2200,-100.0
2300,-100.0
2400,-100.0
2500,-100.0
2600,-100.0
2700,-100.0
2800,-100.0
2900,-100.0
3000,-100.0
3100,-100.0
3200,-99.0
3300,-96.0
3400,-100.0
3500,-100.0
3600,-100.0
3700,-96.0
3800,-97.0
3900,-99.0
4000,-100.0
4100,-100.0
4200,-100.0
4300,-100.0
4400,-100.0
4500,-100.0
4600,-100.0
4700,-100.0
4800,-100.0
4900,-100.0
5000,-100.0
5100,-100.0
5200,-100.0
5300,-100.0
5400,-100.0
5500,-100.0
5600,-100.0
5700,-100.0
5800,-100.0
5900,-96.0
6000,-100.0
6100,-100.0
6200,-100.0
6300,-100.0
6400,-100.0
6500,-100.0
6600,-100.0
6700,-100.0
6800,-100.0
6900,-96.0
7000,-100.0
7100,-100.0
7200,-100.0
7300,-100.0
7400,-100.0
7500,-96.0
7600,-100.0
7700,-100.0
7800,-99.0
7900,-100.0
8000,-100.0
8100,-99.0
8200,-100.0
8300,-100.0
8400,-100.0
8500,-100.0
8600,-100.0
8700,-100.0
8800,-96.0
8900,-92.0
9000,-98.0
9100,-100.0
9200,-100.0
9300,-99.0
9400,-100.0
9500,-96.0
9600,-97.0
9700,-100.0
9800,-100.0
9900,-100.0
10000,-100.0
10100,-100.0
10200,-94.0
10300,-100.0
10400,-94.0
10500,-100.0
10600,-97.0
10700,-99.0
10800,-96.0
10900,-97.0
11000,-100.0
11100,-100.0
11200,-100.0
11300,-100.0
11400,-84.0
11500,-100.0
11600,-100.0
11700,-100.0
11800,-100.0
11900,-100.0
12000,-100.0
12100,-100.0
12200,-100.0
12300,-99.0
12400,-100.0
12500,-100.0
12600,-100.0
12700,-96.0
12800,-98.0
12900,-98.0
13000,-100.0
13100,-100.0
13200,-100.0
13300,-100.0
13400,-78.0
13500,-100.0
13600,-100.0
13700,-100.0
13800,-98.0
13900,-99.0
14000,-88.0
14100,-100.0
14200,-100.0
14300,-100.0
14400,-78.0
14500,-93.0
14600,-100.0
14700,-100.0
14800,-83.0
14900,-100.0
15000,-94.0
15100,-99.0
15200,-100.0
15300,-100.0
15400,-100.0
15500,-93.0
15600,-100.0
15700,-98.0
15800,-100.0
15900,-95.0
16000,-100.0
16100,-100.0
16200,-100.0
16300,-100.0
16400,-100.0
16500,-100.0
16600,-100.0
16700,-100.0
16800,-100.0
16900,-96.0
17000,-98.0
17100,-100.0
17200,-34.0
17300,-97.0
17400,-55.0
17500,-100.0
17600,-100.0
17700,-100.0
17800,-95.0
17900,-48.0
18000,-100.0
18100,-100.0
18200,-94.0
18300,-98.0
18400,-69.0
18500,-45.0
18600,-38.0
18700,-100.0
18800,-99.0
18900,-60.0
19000,-23.0
19100,-50.0
19200,-100.0
19300,-13.0
19400,-92.0
19500,-100.0
19600,-100.0
19700,-70.0
19800,-75.0
19900,-83.0
20000,-98.0
20100,-6.0
20200,-64.0
20300,-66.0
20400,-78.0
20500,-31.0
20600,-41.0
20700,-57.0
20800,-12.0
20900,-12.0
21000,-66.0
21100,-4.0
21200,-45.0
21300,-11.0
21400,-41.0
21500,-13.0
21600,-30.0
21700,-7.0
21800,-10.0
21900,-2.0
22000,-10.0
22100,-16.0
22200,-29.0
22300,-14.0
22400,-5.0
22500,-13.0
22600,-3.0
22700,-4.0
22800,-13.0
22900,-21.0
23000,-1.0
23100,-6.0
23200,-20.0
23300,-1.0
23400,-13.0
23500,-35.0
23600,-3.0
23700,-17.0
23800,-3.0
23900,-3.0
24000,-6.0
24100,-9.0
24200,-4.0
24300,-8.0
24400,-6.0
24500,-5.0
24600,-30.0
24700,-8.0
24800,-4.0
24900,-5.0
25000,-9.0
25100,-2.0
25200,-5.0
25300,-5.0
25400,-5.0
25500,-4.0
25600,-4.0
25700,-3.0
25800,-9.0
25900,-8.0
26000,-3.0
26100,-3.0
26200,-6.0
26300,-4.0
26400,-2.0
26500,-2.0
26600,-1.0
26700,-4.0
26800,-4.0
26900,-1.0
27000,-3.0
27100,-2.0
27200,-1.0
27300,-5.0
27400,0.0
27500,-3.0
27600,-2.0
27700,-3.0
27800,-2.0
27900,-3.0
28000,-3.0
28100,0.0
28200,-4.0
28300,-3.0
28400,-4.0
28500,-3.0
28600,-4.0
28700,-1.0
28800,-8.0
28900,-2.0
29000,-5.0
29100,-1.0
29200,-3.0
29300,-1.0
