Metrics/EnvironmentSteps,Metrics/AverageReturn
100,-100.0
200,-100.0
300,-100.0
400,-100.0
500,-100.0
600,-100.0
700,-100.0
800,-100.0
900,-100.0
1000,-100.0
1100,-99.0
1200,-100.0
1300,-100.0
1400,-98.0
1500,-100.0
1600,-100.0
1700,-100.0
1800,-100.0
1900,-99.0
2000,-100.0
2100,-100.0
2200,-100.0
2300,-100.0
2400,-100.0
2500,-100.0
2600,-100.0
2700,-98.0
2800,-100.0
2900,-100.0
3000,-100.0
3100,-100.0
3200,-100.0
3300,-99.0
3400,-100.0
3500,-100.0
3600,-100.0
3700,-100.0
3800,-100.0
3900,-100.0
4000,-100.0
4100,-100.0
4200,-100.0
4300,-100.0
4400,-100.0
4500,-100.0
4600,-100.0
4700,-100.0
4800,-100.0
4900,-100.0
5000,-100.0
5100,-100.0
5200,-100.0
5300,-100.0
5400,-100.0
5500,-100.0
5600,-100.0
5700,-100.0
5800,-100.0
5900,-100.0
6000,-100.0
6100,-99.0
6200,-100.0
6300,-100.0
6400,-100.0
6500,-100.0
6600,-100.0
6700,-93.0
6800,-100.0
6900,-100.0
7000,-100.0
7100,-100.0
7200,-99.0
7300,-100.0
7400,-100.0
7500,-100.0
7600,-100.0
7700,-100.0
7800,-100.0
7900,-100.0
8000,-100.0
8100,-100.0
8200,-100.0
8300,-99.0
8400,-100.0
8500,-100.0
8600,-100.0
8700,-99.0
8800,-100.0
8900,-100.0
9000,-100.0
9100,-99.0
9200,-100.0
9300,-100.0
9400,-100.0
9500,-100.0
9600,-100.0
9700,-100.0
9800,-100.0
9900,-100.0
10000,-100.0
10100,-100.0
10200,-99.0
10300,-100.0
10400,-100.0
10500,-100.0
10600,-99.0
10700,-100.0
10800,-100.0
10900,-100.0
11000,-100.0
11100,-100.0
11200,-100.0
11300,-100.0
11400,-90.0
11500,-100.0
11600,-100.0
11700,-99.0
11800,-100.0
11900,-100.0
12000,-100.0
12100,-100.0
12200,-97.0
12300,-94.0
12400,-100.0
12500,-100.0
12600,-100.0
12700,-100.0
12800,-100.0
12900,-69.0
13000,-83.0
13100,-100.0
13200,-100.0
13300,-99.0
13400,-100.0
13500,-100.0
13600,-94.0
13700,-100.0
13800,-100.0
13900,-100.0
14000,-100.0
14100,-100.0
14200,-100.0
14300,-98.0
14400,-98.0
14500,-95.0
14600,-100.0
14700,-100.0
14800,-100.0
14900,-100.0
15000,-100.0
15100,-95.0
15200,-100.0
15300,-100.0
15400,-100.0
15500,-98.0
15600,-100.0
15700,-100.0
15800,-99.0
15900,-100.0
16000,-100.0
16100,-100.0
16200,-100.0
16300,-85.0
16400,-100.0
16500,-100.0
16600,-100.0
16700,-100.0
16800,-100.0
16900,-100.0
17000,-96.0
17100,-100.0
17200,-100.0
17300,-100.0
17400,-100.0
17500,-98.0
17600,-100.0
17700,-100.0
17800,-100.0
17900,-99.0
18000,-32.0
18100,-100.0
18200,-100.0
18300,-7.0
18400,-100.0
18500,-98.0
18600,-100.0
18700,-100.0
18800,-11.0
18900,-100.0
19000,-100.0
19100,-100.0
19200,-100.0
19300,-88.0
19400,-100.0
19500,-98.0
19600,-100.0
19700,-100.0
19800,-57.0
19900,-100.0
20000,-94.0
20100,-26.0
20200,-88.0
20300,-73.0
20400,-1.0
20500,-87.0
20600,-97.0
20700,-10.0
20800,-44.0
20900,-19.0
21000,-27.0
21100,-42.0
21200,-88.0
21300,-4.0
21400,-55.0
21500,-54.0
21600,-21.0
21700,-20.0
21800,-3.0
21900,-32.0
22000,-13.0
22100,-9.0
22200,-20.0
22300,-30.0
22400,-20.0
22500,-4.0
22600,-37.0
22700,-9.0
22800,-15.0
22900,-3.0
23000,-12.0
23100,-22.0
23200,-2.0
23300,-4.0
23400,-4.0
23500,-4.0
23600,-16.0
23700,-4.0
23800,-2.0
23900,-5.0
24000,-28.0
24100,-13.0
24200,-4.0
24300,-27.0
24400,-2.0
24500,-17.0
24600,-6.0
24700,-3.0
24800,-5.0
24900,-3.0
25000,-11.0
25100,-1.0
25200,-4.0
25300,-2.0
25400,0.0
25500,-1.0
25600,-4.0
25700,-2.0
25800,-1.0
25900,-2.0
26000,-7.0
26100,-13.0
26200,-1.0
26300,-2.0
26400,-3.0
26500,-8.0
26600,-1.0
26700,-6.0
26800,-2.0
26900,-7.0
27000,-9.0
27100,-3.0
27200,-3.0
27300,-8.0
27400,-3.0
27500,-3.0
27600,-3.0
27700,-3.0
27800,-39.0
27900,-5.0
28000,-2.0
28100,0.0
28200,-2.0
28300,-3.0
28400,-2.0
28500,-4.0
28600,-2.0
28700,-5.0
28800,-7.0
28900,-34.0
29000,-8.0
29100,0.0
29200,-2.0
29300,-4.0
