Wall time,Metrics/EnvironmentSteps,Metrics/AverageReturn
1761220227.4038723,100,-97.0
1761220229.7278507,200,-100.0
1761220232.025268,300,-100.0
1761220234.7464924,400,-100.0
1761220238.6051235,500,-100.0
1761220241.6508467,600,-100.0
1761220246.4774213,700,-100.0
1761220249.3011749,800,-100.0
1761220251.9528952,900,-100.0
1761220254.6384223,1000,-100.0
1761220259.8506985,1100,-100.0
1761220262.5209506,1200,-100.0
1761220265.188821,1300,-100.0
1761220267.8716333,1400,-94.0
1761220270.5257804,1500,-100.0
1761220273.2421873,1600,-100.0
1761220275.9196277,1700,-98.0
1761220279.609066,1800,-100.0
1761220282.783131,1900,-100.0
1761220287.4706225,2000,-100.0
1761220290.160595,2100,-100.0
1761220292.8745828,2200,-100.0
1761220295.5993037,2300,-99.0
1761220300.2112348,2400,-100.0
1761220302.94982,2500,-100.0
1761220305.6798594,2600,-100.0
1761220308.4164052,2700,-100.0
1761220311.2662694,2800,-100.0
1761220314.0244293,2900,-100.0
1761220316.8297834,3000,-100.0
1761220319.6517537,3100,-97.0
1761220322.522375,3200,-100.0
1761220327.632796,3300,-100.0
1761220332.201788,3400,-100.0
1761220335.0344646,3500,-100.0
1761220338.7402718,3600,-100.0
1761220341.5664785,3700,-97.0
1761220344.387696,3800,-100.0
1761220347.2192478,3900,-100.0
1761220350.6181743,4000,-99.0
1761220353.4401639,4100,-99.0
1761220357.5427105,4200,-100.0
1761220360.4293308,4300,-100.0
1761220363.2968683,4400,-90.0
1761220366.1842318,4500,-100.0
1761220369.0630207,4600,-100.0
1761220372.7609046,4700,-98.0
1761220375.6548312,4800,-100.0
1761220378.6057887,4900,-94.0
1761220381.5657606,5000,-100.0
1761220384.5067418,5100,-82.0
1761220389.1211753,5200,-100.0
1761220392.898244,5300,-100.0
1761220395.8024766,5400,-100.0
1761220398.73408,5500,-100.0
1761220401.6531336,5600,-100.0
1761220405.3025012,5700,-100.0
1761220408.2631097,5800,-85.0
1761220411.2026584,5900,-88.0
1761220414.1435213,6000,-100.0
1761220417.5365093,6100,-99.0
1761220423.438142,6200,-100.0
1761220426.3905835,6300,-97.0
1761220429.3602278,6400,-100.0
1761220432.4930637,6500,-100.0
1761220435.4633234,6600,-82.0
1761220439.352259,6700,-98.0
1761220442.3912184,6800,-85.0
1761220445.3707883,6900,-71.0
1761220449.185842,7000,-95.0
1761220452.1761646,7100,-87.0
1761220455.1642127,7200,-90.0
1761220458.171991,7300,-74.0
1761220461.1491935,7400,-82.0
1761220464.1316416,7500,-99.0
1761220467.124288,7600,-77.0
1761220470.1147883,7700,-85.0
1761220475.7028437,7800,-93.0
1761220478.7768807,7900,-100.0
1761220481.8992388,8000,-68.0
1761220484.9437687,8100,-67.0
1761220487.9669268,8200,-82.0
1761220491.141811,8300,-50.0
1761220495.8597589,8400,-92.0
1761220500.6106105,8500,-59.0
1761220503.6723247,8600,-100.0
1761220506.7297335,8700,-64.0
1761220509.7798982,8800,-46.0
1761220512.8613827,8900,-92.0
1761220515.9367173,9000,-20.0
1761220519.0123045,9100,-21.0
