Wall time,Metrics/EnvironmentSteps,Metrics/AverageReturn
1762542543.0374665,100,-100.0
1762542543.5287945,200,-100.0
1762542543.997623,300,-100.0
1762542544.4895182,400,-100.0
1762542544.9701319,500,-100.0
1762542545.4431884,600,-100.0
1762542545.9448936,700,-100.0
1762542546.4447207,800,-100.0
1762542546.9762025,900,-100.0
1762542547.5079403,1000,-100.0
1762542548.0252674,1100,-99.0
1762542548.568424,1200,-100.0
1762542549.1363456,1300,-100.0
1762542549.6786926,1400,-98.0
1762542550.2403998,1500,-100.0
1762542550.7904072,1600,-100.0
1762542551.3599548,1700,-100.0
1762542551.911003,1800,-100.0
1762542552.4974375,1900,-99.0
1762542553.069337,2000,-100.0
1762542553.627442,2100,-100.0
1762542554.1596541,2200,-100.0
1762542554.7182639,2300,-100.0
1762542555.2620943,2400,-100.0
1762542555.835273,2500,-100.0
1762542556.4204843,2600,-100.0
1762542557.0046563,2700,-98.0
1762542557.564576,2800,-100.0
1762542558.1657512,2900,-100.0
1762542558.74123,3000,-100.0
1762542559.3401198,3100,-100.0
1762542559.9543667,3200,-100.0
1762542560.5600243,3300,-99.0
1762542561.167496,3400,-100.0
1762542561.768004,3500,-100.0
1762542562.4078648,3600,-100.0
1762542563.0232859,3700,-100.0
1762542563.6490252,3800,-100.0
1762542564.2885487,3900,-100.0
1762542564.9472644,4000,-100.0
1762542565.6275575,4100,-100.0
1762542566.2960036,4200,-100.0
1762542566.9687626,4300,-100.0
1762542567.6018376,4400,-100.0
1762542568.2498972,4500,-100.0
1762542568.958771,4600,-100.0
1762542569.615489,4700,-100.0
1762542570.3159025,4800,-100.0
1762542571.0180109,4900,-100.0
1762542571.7154748,5000,-100.0
1762542572.4139953,5100,-100.0
1762542573.1178424,5200,-100.0
1762542573.8126016,5300,-100.0
1762542574.5222836,5400,-100.0
1762542575.220871,5500,-100.0
1762542575.9486415,5600,-100.0
1762542576.6790879,5700,-100.0
1762542577.4172275,5800,-100.0
1762542578.146261,5900,-100.0
1762542578.8812442,6000,-100.0
1762542579.593243,6100,-99.0
1762542580.2973332,6200,-100.0
1762542581.003723,6300,-100.0
1762542581.7098641,6400,-100.0
1762542582.4604335,6500,-100.0
1762542583.2073042,6600,-100.0
1762542583.9520757,6700,-93.0
1762542584.6897182,6800,-100.0
1762542585.4262073,6900,-100.0
1762542586.1865923,7000,-100.0
1762542586.9515033,7100,-100.0
1762542587.7107286,7200,-99.0
1762542588.4339945,7300,-100.0
1762542589.1704245,7400,-100.0
1762542589.9279199,7500,-100.0
1762542590.6994607,7600,-100.0
1762542591.480354,7700,-100.0
1762542592.2407765,7800,-100.0
1762542592.9812808,7900,-100.0
1762542593.7203236,8000,-100.0
1762542594.4763653,8100,-100.0
1762542595.2449288,8200,-100.0
1762542595.9913697,8300,-99.0
1762542596.765995,8400,-100.0
1762542597.5385702,8500,-100.0
1762542598.2985003,8600,-100.0
1762542599.0443118,8700,-99.0
1762542599.832183,8800,-100.0
1762542600.6299593,8900,-100.0
1762542601.4001267,9000,-100.0
1762542602.264481,9100,-99.0
1762542603.0477536,9200,-100.0
1762542603.8452928,9300,-100.0
1762542604.6086006,9400,-100.0
1762542605.3886368,9500,-100.0
1762542606.1970658,9600,-100.0
1762542607.0158327,9700,-100.0
1762542607.8163993,9800,-100.0
1762542608.6038415,9900,-100.0
