Metrics/EnvironmentSteps,Metrics/AverageReturn
100,-100.0
200,-99.0
300,-100.0
400,-100.0
500,-98.0
600,-100.0
700,-100.0
800,-100.0
900,-100.0
1000,-100.0
1100,-100.0
1200,-100.0
1300,-100.0
1400,-100.0
1500,-100.0
1600,-97.0
1700,-100.0
1800,-100.0
1900,-100.0
2000,-100.0
2100,-100.0
2200,-100.0
2300,-100.0
2400,-98.0
2500,-100.0
2600,-100.0
2700,-100.0
2800,-100.0
2900,-100.0
3000,-100.0
3100,-100.0
3200,-100.0
3300,-100.0
3400,-98.0
3500,-100.0
3600,-99.0
3700,-100.0
3800,-100.0
3900,-100.0
4000,-100.0
4100,-99.0
4200,-100.0
4300,-97.0
4400,-100.0
4500,-100.0
4600,-100.0
4700,-100.0
4800,-100.0
4900,-100.0
5000,-100.0
5100,-100.0
5200,-100.0
5300,-100.0
5400,-100.0
5500,-100.0
5600,-100.0
5700,-100.0
5800,-100.0
5900,-100.0
6000,-100.0
6100,-100.0
6200,-98.0
6300,-100.0
6400,-100.0
6500,-98.0
6600,-100.0
6700,-100.0
6800,-94.0
6900,-98.0
7000,-97.0
7100,-99.0
7200,-100.0
7300,-100.0
7400,-97.0
7500,-100.0
7600,-100.0
7700,-97.0
7800,-100.0
7900,-100.0
8000,-100.0
8100,-100.0
8200,-100.0
8300,-100.0
8400,-98.0
8500,-95.0
8600,-100.0
8700,-97.0
8800,-98.0
8900,-98.0
9000,-95.0
9100,-98.0
9200,-74.0
9300,-100.0
9400,-78.0
9500,-98.0
9600,-70.0
9700,-84.0
9800,-99.0
9900,-99.0
10000,-99.0
10100,-57.0
10200,-81.0
10300,-93.0
10400,-70.0
10500,-100.0
10600,-98.0
10700,-100.0
10800,-78.0
10900,-51.0
11000,-98.0
11100,-97.0
11200,-96.0
11300,-78.0
11400,-100.0
11500,-90.0
11600,-56.0
11700,-98.0
11800,-76.0
11900,-90.0
12000,-40.0
12100,-30.0
12200,-54.0
12300,-5.0
12400,-73.0
12500,-28.0
12600,-29.0
12700,-48.0
12800,-24.0
12900,-4.0
13000,-42.0
13100,-4.0
13200,-8.0
13300,-20.0
13400,-6.0
13500,-2.0
13600,-13.0
13700,-2.0
13800,-2.0
13900,-1.0
14000,-3.0
14100,-3.0
14200,-1.0
14300,-9.0
14400,-4.0
14500,-2.0
14600,-3.0
14700,-2.0
14800,-5.0
14900,-2.0
15000,-4.0
15100,-13.0
15200,-4.0
15300,-9.0
15400,-1.0
15500,-2.0
15600,0.0
15700,-6.0
15800,-3.0
15900,-3.0
16000,-3.0
16100,-3.0
16200,0.0
16300,-1.0
16400,-2.0
16500,-4.0
16600,-2.0
16700,-6.0
16800,-1.0
16900,-3.0
17000,0.0
17100,-1.0
17200,0.0
17300,-4.0
17400,-3.0
17500,-8.0
17600,-3.0
17700,-1.0
17800,-3.0
17900,-1.0
18000,-3.0
18100,-3.0
18200,-3.0
18300,-2.0
18400,-3.0
18500,-1.0
18600,-1.0
18700,-4.0
18800,-2.0
18900,-2.0
19000,-2.0
19100,-1.0
19200,-5.0
19300,-3.0
19400,-4.0
19500,0.0
19600,-2.0
19700,-3.0
19800,-3.0
19900,-3.0
20000,-3.0
20100,-2.0
20200,-3.0
20300,-3.0
20400,-1.0
20500,0.0
20600,-4.0
20700,-1.0
20800,-2.0
20900,-3.0
21000,-1.0
21100,-3.0
21200,-2.0
21300,-1.0
21400,-3.0
21500,-9.0
21600,-5.0
21700,-3.0
21800,-3.0
21900,-1.0
22000,0.0
22100,0.0
22200,-3.0
22300,0.0
22400,-1.0
22500,-3.0
22600,-2.0
22700,-3.0
22800,-3.0
22900,-2.0
23000,-1.0
23100,-3.0
23200,-2.0
23300,-1.0
23400,0.0
23500,-2.0
23600,-4.0
23700,-5.0
23800,0.0
23900,-1.0
24000,-11.0
24100,-2.0
