Metrics/EnvironmentSteps,Metrics/AverageReturn
100,-100.0
200,-100.0
300,-100.0
400,-99.0
500,-100.0
600,-100.0
700,-100.0
800,-100.0
900,-100.0
1000,-100.0
1100,-100.0
1200,-100.0
1300,-100.0
1400,-100.0
1500,-100.0
1600,-100.0
1700,-100.0
1800,-100.0
1900,-97.0
2000,-99.0
2100,-100.0
2200,-99.0
2300,-100.0
2400,-100.0
2500,-100.0
2600,-100.0
2700,-100.0
2800,-100.0
2900,-100.0
3000,-88.0
3100,-100.0
3200,-100.0
3300,-95.0
3400,-100.0
3500,-100.0
3600,-100.0
3700,-98.0
3800,-98.0
3900,-100.0
4000,-100.0
4100,-95.0
4200,-55.0
4300,-95.0
4400,-97.0
4500,-97.0
4600,-97.0
4700,-97.0
4800,-98.0
4900,-46.0
5000,-94.0
5100,-100.0
5200,-93.0
5300,-16.0
5400,-92.0
5500,-94.0
5600,-93.0
5700,-85.0
5800,-72.0
5900,-30.0
6000,-29.0
6100,-66.0
6200,-88.0
6300,-23.0
6400,-92.0
6500,-15.0
6600,-40.0
6700,-6.0
6800,-36.0
6900,-40.0
7000,-11.0
7100,-41.0
7200,-48.0
7300,-40.0
7400,-22.0
7500,-73.0
7600,-21.0
7700,-50.0
7800,-16.0
7900,-28.0
8000,-38.0
8100,-19.0
8200,-20.0
8300,-19.0
8400,-10.0
8500,-30.0
8600,-7.0
8700,-7.0
8800,-36.0
8900,-13.0
9000,-13.0
9100,-28.0
9200,-3.0
9300,-12.0
9400,-12.0
9500,-12.0
9600,-17.0
9700,-7.0
9800,-30.0
9900,-7.0
10000,-7.0
10100,-21.0
10200,-8.0
10300,-3.0
10400,-12.0
10500,-6.0
10600,-11.0
10700,-13.0
10800,-12.0
10900,-4.0
11000,-9.0
11100,-1.0
11200,-8.0
11300,-8.0
11400,-11.0
11500,-4.0
11600,-3.0
11700,-10.0
11800,-7.0
11900,-9.0
12000,-6.0
12100,-1.0
12200,-3.0
12300,-3.0
12400,-4.0
12500,-8.0
12600,-9.0
12700,-8.0
12800,-4.0
12900,-6.0
13000,-4.0
13100,-9.0
13200,-11.0
13300,-5.0
13400,-1.0
13500,-3.0
13600,-6.0
13700,-13.0
13800,-10.0
13900,-1.0
14000,-3.0
14100,-6.0
14200,-7.0
14300,-7.0
14400,-7.0
14500,-3.0
14600,0.0
14700,-12.0
14800,-9.0
14900,-1.0
15000,-3.0
15100,-2.0
15200,-2.0
15300,-11.0
15400,-3.0
15500,-3.0
15600,-5.0
15700,-3.0
15800,-6.0
15900,-15.0
16000,-3.0
16100,-3.0
16200,-6.0
16300,-5.0
16400,-1.0
16500,-5.0
16600,-7.0
16700,-2.0
16800,-9.0
16900,-4.0
17000,-5.0
17100,-10.0
17200,-1.0
17300,-4.0
17400,-5.0
17500,-1.0
17600,-1.0
17700,-6.0
17800,-3.0
17900,-3.0
18000,-5.0
18100,-6.0
18200,-2.0
18300,-10.0
18400,-6.0
18500,-6.0
18600,-2.0
18700,-3.0
18800,-5.0
18900,-9.0
19000,-6.0
19100,-5.0
19200,-4.0
19300,-2.0
19400,-5.0
19500,-4.0
19600,-3.0
19700,-4.0
19800,-4.0
19900,-8.0
20000,-3.0
20100,-7.0
20200,-2.0
20300,-2.0
20400,-7.0
20500,-3.0
20600,-6.0
20700,-3.0
20800,-8.0
20900,-4.0
21000,-5.0
21100,-6.0
21200,-3.0
21300,-4.0
21400,-2.0
21500,-4.0
21600,-5.0
21700,-4.0
21800,-5.0
21900,-4.0
22000,-5.0
22100,-7.0
22200,-9.0
22300,-14.0
22400,-4.0
22500,-10.0
22600,-12.0
22700,-6.0
22800,-3.0
22900,-5.0
23000,-3.0
23100,-2.0
23200,-5.0
23300,-5.0
23400,-4.0
23500,-2.0
23600,-4.0
23700,-2.0
23800,-4.0
23900,-4.0
24000,-4.0
24100,-4.0
24200,-5.0
24300,-5.0
24400,-4.0
24500,-7.0
24600,-9.0
24700,-3.0
24800,-8.0
24900,-9.0
25000,-5.0
25100,-5.0
25200,-5.0
25300,-2.0
25400,-5.0
25500,-5.0
25600,-5.0
25700,-3.0
25800,-6.0
25900,-6.0
26000,-3.0
26100,-3.0
26200,-8.0
26300,-6.0
26400,-6.0
26500,-5.0
26600,-5.0
26700,-6.0
26800,-6.0
26900,-2.0
27000,-6.0
27100,-4.0
27200,-3.0
27300,-4.0
27400,-4.0
27500,-4.0
27600,-4.0
27700,0.0
27800,-5.0
27900,-7.0
28000,-2.0
28100,-2.0
28200,-4.0
28300,-3.0
28400,0.0
28500,-3.0
28600,-6.0
28700,-5.0
28800,-3.0
28900,-4.0
29000,0.0
29100,-9.0
29200,-4.0
29300,-4.0
