Wall time,Metrics/EnvironmentSteps,Metrics/AverageReturn
1760732129.7017596,100,-100.0
1760732171.8112977,200,-100.0
1760732211.15561,300,-100.0
1760732248.9994888,400,-100.0
1760732287.6785405,500,-100.0
1760732327.2435765,600,-100.0
1760732366.1378834,700,-100.0
1760732406.1072967,800,-100.0
1760732446.9884708,900,-100.0
1760732488.8364606,1000,-100.0
1760732532.058197,1100,-100.0
1760732572.8030279,1200,-100.0
1760732613.661719,1300,-100.0
1760732656.7486508,1400,-100.0
1760732698.2599518,1500,-100.0
1760732737.4826298,1600,-100.0
1760732777.322943,1700,-100.0
1760732817.9790409,1800,-100.0
1760732859.2156434,1900,-100.0
1760732899.8240662,2000,-100.0
1760732940.3050387,2100,-100.0
1760732981.04225,2200,-100.0
1760733022.8869095,2300,-100.0
1760733062.3932707,2400,-100.0
1760733102.6467164,2500,-100.0
1760733144.3741431,2600,-100.0
1760733186.172486,2700,-100.0
1760733226.448433,2800,-100.0
1760733266.1987612,2900,-100.0
1760733305.8876295,3000,-100.0
1760733344.6336033,3100,-100.0
1760733386.9923534,3200,-100.0
1760733427.08947,3300,-100.0
1760733467.721824,3400,-100.0
1760733511.1819727,3500,-100.0
1760733554.2184765,3600,-100.0
1760733594.835738,3700,-100.0
1760733636.658081,3800,-100.0
1760733678.8166497,3900,-100.0
1760733720.8178785,4000,-98.0
1760733762.4313176,4100,-99.0
1760733804.9444258,4200,-100.0
1760733844.958571,4300,-100.0
1760733885.5912974,4400,-100.0
1760733926.828231,4500,-100.0
1760733966.0580893,4600,-100.0
1760734007.3397796,4700,-100.0
1760734047.7969398,4800,-100.0
1760734089.918017,4900,-100.0
1760734130.5933762,5000,-100.0
1760734170.7045112,5100,-100.0
1760734210.3583677,5200,-100.0
1760734251.3368971,5300,-100.0
1760734292.1241922,5400,-100.0
1760734332.7144935,5500,-100.0
1760734372.8828504,5600,-100.0
1760734413.6088367,5700,-100.0
1760734453.568894,5800,-100.0
1760734495.0031135,5900,-100.0
1760734535.924823,6000,-100.0
1760734575.6370597,6100,-93.0
1760734615.8137097,6200,-100.0
1760734656.8309512,6300,-100.0
1760734698.7568057,6400,-97.0
1760734739.824886,6500,-99.0
1760734781.809752,6600,-100.0
1760734821.415852,6700,-98.0
1760734862.292273,6800,-100.0
1760734906.7400246,6900,-100.0
1760734947.9867575,7000,-100.0
1760734987.5428607,7100,-98.0
1760735026.5487375,7200,-100.0
1760735066.2477896,7300,-100.0
1760735107.0391748,7400,-100.0
1760735147.6259162,7500,-100.0
1760735188.6242726,7600,-100.0
1760735229.3517516,7700,-100.0
1760735270.7258127,7800,-100.0
1760735311.200629,7900,-100.0
1760735351.336718,8000,-100.0
1760735391.992303,8100,-100.0
1760735435.856997,8200,-100.0
1760735478.9646363,8300,-100.0
1760735519.893542,8400,-100.0
1760735562.630442,8500,-98.0
1760735604.961434,8600,-100.0
1760735647.821099,8700,-100.0
1760735688.4691913,8800,-100.0
1760735729.7813709,8900,-100.0
1760735771.2446387,9000,-100.0
1760735812.7073915,9100,-100.0
1760735853.0952969,9200,-96.0
1760735893.5814202,9300,-96.0
1760735936.2150657,9400,-96.0
1760735978.2275066,9500,-89.0
1760736021.205942,9600,-99.0
1760736060.8874695,9700,-100.0
1760736102.569144,9800,-100.0
1760736145.0160139,9900,-100.0
1760736185.641063,10000,-95.0
1760736227.8917394,10100,-98.0
1760736269.0496309,10200,-100.0
1760736309.5669034,10300,-86.0
1760736351.4406528,10400,-100.0
1760736392.8824337,10500,-98.0
1760736435.650093,10600,-97.0
1760736478.3412418,10700,-98.0
1760736517.550094,10800,-90.0
1760736559.8526676,10900,-98.0
1760736601.0335898,11000,-84.0
1760736642.5802875,11100,-7.0
1760736682.6941915,11200,-100.0
1760736723.7948892,11300,-100.0
