Wall time,Metrics/EnvironmentSteps,Metrics/AverageReturn
1760646489.9319162,100,-100.0
1760646497.8613036,200,-100.0
1760646531.5110593,300,-100.0
1760646573.4354415,400,-100.0
1760646613.239603,500,-100.0
1760646652.057467,600,-100.0
1760646692.278837,700,-100.0
1760646732.3526297,800,-100.0
1760646772.928439,900,-100.0
1760646813.5639021,1000,-100.0
1760646854.2956192,1100,-100.0
1760646895.6741111,1200,-100.0
1760646935.2397354,1300,-100.0
1760646975.29323,1400,-98.0
1760647016.8705342,1500,-98.0
1760647056.6722417,1600,-100.0
1760647096.9872491,1700,-100.0
1760647137.483122,1800,-100.0
1760647177.642655,1900,-100.0
1760647217.928628,2000,-100.0
1760647257.802139,2100,-100.0
1760647298.4204235,2200,-100.0
1760647340.295389,2300,-100.0
1760647381.4849548,2400,-100.0
1760647422.0145717,2500,-100.0
1760647462.9726045,2600,-100.0
1760647503.9353344,2700,-100.0
1760647544.2174754,2800,-100.0
1760647585.9273255,2900,-99.0
1760647627.1241891,3000,-100.0
1760647666.9358099,3100,-100.0
1760647707.698821,3200,-100.0
1760647749.0188432,3300,-100.0
1760647787.8300781,3400,-100.0
1760647827.5572867,3500,-100.0
1760647866.5734391,3600,-100.0
1760647906.489048,3700,-100.0
1760647947.7510016,3800,-100.0
1760647990.8310275,3900,-100.0
1760648032.6647668,4000,-99.0
1760648073.9156883,4100,-100.0
1760648115.2866056,4200,-100.0
1760648155.727673,4300,-100.0
1760648194.898734,4400,-100.0
1760648235.1420727,4500,-100.0
1760648275.6185017,4600,-100.0
1760648315.9922502,4700,-100.0
1760648355.008831,4800,-100.0
1760648395.9975781,4900,-100.0
1760648436.7422957,5000,-100.0
1760648477.3838503,5100,-100.0
1760648517.9091508,5200,-100.0
1760648559.3173146,5300,-100.0
1760648601.258852,5400,-100.0
1760648644.1572592,5500,-100.0
1760648685.6859207,5600,-100.0
1760648725.9399905,5700,-100.0
1760648765.6080356,5800,-100.0
1760648806.9621818,5900,-100.0
1760648849.8486364,6000,-99.0
1760648891.1861875,6100,-100.0
1760648931.222463,6200,-100.0
1760648972.459471,6300,-100.0
1760649013.4273248,6400,-100.0
1760649053.6186626,6500,-100.0
1760649094.0070548,6600,-100.0
1760649134.2834544,6700,-100.0
1760649174.8169014,6800,-100.0
1760649215.6004784,6900,-100.0
1760649255.6284292,7000,-100.0
1760649295.9249814,7100,-100.0
1760649334.9579065,7200,-100.0
1760649376.763476,7300,-100.0
1760649416.615481,7400,-100.0
1760649455.883118,7500,-100.0
1760649495.5819266,7600,-100.0
1760649536.3834815,7700,-100.0
1760649578.5908277,7800,-100.0
1760649618.4567075,7900,-100.0
1760649659.039898,8000,-100.0
1760649701.1368196,8100,-100.0
1760649742.7688313,8200,-100.0
1760649783.7566018,8300,-100.0
1760649825.4406288,8400,-99.0
1760649865.4376278,8500,-100.0
1760649905.680873,8600,-100.0
1760649946.1650615,8700,-100.0
1760649986.7924175,8800,-100.0
1760650026.0852513,8900,-100.0
1760650067.9819205,9000,-100.0
1760650109.3823087,9100,-97.0
1760650149.9870932,9200,-100.0
1760650192.0389142,9300,-97.0
1760650235.456949,9400,-100.0
1760650278.1461253,9500,-100.0
1760650320.357225,9600,-100.0
1760650361.2062414,9700,-100.0
1760650400.527178,9800,-100.0
1760650442.8493617,9900,-100.0
1760650484.712855,10000,-100.0
1760650526.4985068,10100,-100.0
1760650570.2198398,10200,-100.0
1760650613.0539374,10300,-100.0
1760650655.8701146,10400,-100.0
1760650698.3095226,10500,-100.0
1760650739.2179174,10600,-100.0
1760650782.5598896,10700,-100.0
1760650825.856458,10800,-98.0
1760650869.1054902,10900,-84.0
1760650913.8577254,11000,-87.0
1760650955.8304553,11100,-93.0
1760650997.6667287,11200,-95.0
1760651038.3506382,11300,-87.0
1760651079.2757435,11400,-96.0
1760651119.461493,11500,-100.0
1760651161.5398579,11600,-94.0
1760651203.8804352,11700,-100.0
1760651244.9338028,11800,-96.0
1760651285.3131304,11900,-99.0
1760651325.832194,12000,-16.0
1760651366.9125319,12100,-100.0
1760651407.8278706,12200,-100.0
1760651447.5827246,12300,-100.0
1760651487.7664568,12400,-100.0
1760651528.2064173,12500,-97.0
1760651569.1955585,12600,-98.0
1760651611.1986322,12700,-100.0
1760651654.7002103,12800,-47.0
1760651697.0257154,12900,-99.0
1760651738.8247924,13000,-34.0
1760651780.5405023,13100,-100.0
1760651822.025582,13200,-100.0
1760651863.2503736,13300,-22.0
1760651905.525695,13400,-99.0
1760651949.1930075,13500,-94.0
1760651992.6574535,13600,-100.0
1760652035.7051609,13700,-91.0
1760652076.2957473,13800,-98.0
1760652117.3642883,13900,-65.0
1760652157.8568923,14000,-98.0
1760652198.494714,14100,-4.0
1760652241.5207968,14200,-4.0
1760652285.6586118,14300,-78.0
1760652328.3511956,14400,-61.0
1760652370.6804245,14500,-73.0
1760652413.2250752,14600,-38.0
1760652454.9659536,14700,-2.0
1760652496.9613826,14800,-45.0
